ticket_id,product,priority,status,short_description,description,closed_notes
TKT-01355,Outlook,P1,Closed,Application crash during normal use,Application crash during normal use. Error occurs when attempting to scrolling. unresponsive and loading also affected.,Escalated to tier 2. Resolution: freeze reconfigured.
TKT-01356,Email,P1,Closed,Email slow when typing,Email slow when typing. User has tried reinstalling without success.,Resolved by updating slow. User confirmed fixed.
TKT-01357,Smartsheet,P2,Closed,Request application update assistance,Request application update assistance. This is impacting client communication.,Resolved by updating application. User confirmed resolved.
TKT-01358,Teams,P1,Closed,sync not sync properly,sync not sync properly. User reports calendar permissions affecting productivity.,Escalated to vendor support. Resolution: appointment reconfigured.
TKT-01359,Smartsheet,P3,Closed,out-of-office not delete properly,out-of-office not delete properly. User has tried clearing cache without success.,Escalated to vendor support. Resolution: send replaced.
TKT-01360,PowerBI,P4,Closed,Request to unlock expired for user account,Request to unlock expired for user account. User reports locked expired affecting productivity.,Resolved by updating expired. User confirmed working.
TKT-01361,Outlook,P1,Closed,Need to update installation for Outlook,Need to update installation for Outlook. Error occurs when attempting to upgrade. version also affected.,Corrected install problem. Tested successfully with user.
TKT-01362,Email,P3,Closed,device damaged preventing work,device damaged preventing work. This is impacting daily workflow.,Resolved by updating device. User confirmed fixed.
TKT-01363,Smartsheet,P2,Closed,Permission denied when delete folder,Permission denied when delete folder. This is impacting daily workflow.,Escalated to tier 2. Resolution: denied replaced.
TKT-01364,Teams,P2,Closed,Need to update installation for Teams,Need to update installation for Teams. This is impacting client communication.,Fixed installation problem. Tested successfully with user.
TKT-01365,PowerBI,P1,Closed,error during version process,error during version process. User has tried updating without success.,Applied update. Issue no longer occurring.
TKT-01366,Outlook,P2,Closed,document missing when trying to share,document missing when trying to share. This is impacting daily workflow.,Escalated to tier 2. Resolution: share replaced.
TKT-01367,OneDrive,P2,Closed,cellular problem with OneDrive,cellular problem with OneDrive. User reports phone error affecting productivity.,Resolved by updating cellular. User confirmed fixed.
TKT-01368,Teams,P3,Closed,Request access to document in Teams,Request access to document in Teams. This is impacting project deadlines.,Resolved document denied. Tested successfully with user.
TKT-01369,OneDrive,P1,Closed,Unable to share share in OneDrive,Unable to share share in OneDrive. This is impacting daily workflow.,Resolved upload failure. Tested successfully with user.
TKT-01370,Outlook,P2,Closed,Need assistance with send forward,Need assistance with send forward. User has tried updating without success.,Resolved by resetting send. User confirmed resolved.
TKT-01371,OneDrive,P4,Closed,Need to deploy application for OneDrive,Need to deploy application for OneDrive. This is impacting daily workflow.,Corrected patch compatibility. Tested successfully with user.
TKT-01372,Email,P4,Closed,Need assistance with sync forward,Need assistance with sync forward. This is impacting project deadlines.,Escalated to specialist team. Resolution: email updated.
TKT-01373,PowerBI,P3,Closed,Request access to document in PowerBI,Request access to document in PowerBI. User reports download missing affecting productivity.,Resolved by reinstalling document. User confirmed working.
TKT-01374,Outlook,P2,Closed,Outlook unavailable due to connectivity problem,Outlook unavailable due to connectivity problem. User reports network timeout affecting productivity.,Fixed connectivity blocked. Tested successfully with user.
TKT-01375,Smartsheet,P2,Closed,password locked preventing access to Smartsheet,password locked preventing access to Smartsheet. User reports unlock failure affecting productivity.,Resolved by reinstalling password. User confirmed resolved.
TKT-01376,Excel,P3,Closed,Excel hang when scrolling,Excel hang when scrolling. User reports delay problem affecting productivity.,Escalated to vendor support. Resolution: loading updated.
TKT-01377,SharePoint,P3,Closed,Cannot receive delegate in SharePoint,Cannot receive delegate in SharePoint. Error occurs when attempting to access. email and receive also affected.,Escalated to specialist team. Resolution: out-of-office updated.
TKT-01378,Teams,P3,Closed,Cannot generate dashboard from Teams,Cannot generate dashboard from Teams. This is impacting team collaboration.,Resolved by reinstalling dashboard. User confirmed fixed.
TKT-01379,Teams,P2,Closed,Request help for Teams create,Request help for Teams create. User reports best practice question affecting productivity.,Implemented configuration change. Issue no longer occurring.
TKT-01380,Teams,P4,Closed,dashboard incorrect in Teams,dashboard incorrect in Teams. This is impacting daily workflow.,Escalated to tier 2. Resolution: filter updated.
TKT-01381,Excel,P3,Closed,Request access to file in Excel,Request access to file in Excel. This is impacting project deadlines.,Applied patch. Issue no longer occurring.
TKT-01382,Excel,P3,Closed,inbox not delete properly,inbox not delete properly. Error occurs when attempting to access. calendar also affected.,Deployed configuration change. Issue no longer occurring.
TKT-01383,OneDrive,P4,Closed,upload corrupted when trying to access,upload corrupted when trying to access. User reports file failure affecting productivity.,Resolved download error. Tested successfully with user.
TKT-01384,Excel,P2,Closed,phone failure with Excel,phone failure with Excel. This is impacting daily workflow.,Deployed fix. Issue no longer occurring.
TKT-01385,PowerBI,P4,Closed,PowerBI delay when loading,PowerBI delay when loading. Error occurs when attempting to loading. performance also affected.,Applied patch. Issue no longer occurring.
TKT-01386,Email,P1,Closed,Experiencing hang behavior with Email,Experiencing hang behavior with Email. User has tried reinstalling without success.,Resolved by reconfiguring hang. User confirmed working.
TKT-01387,Excel,P3,Closed,query error in Excel,query error in Excel. User has tried reinstalling without success.,Resolved by resetting query. User confirmed working.
TKT-01388,OneDrive,P1,Closed,Request access to upload in OneDrive,Request access to upload in OneDrive. Error occurs when attempting to download. collaborate also affected.,Resolved by resetting upload. User confirmed resolved.
TKT-01389,Smartsheet,P1,Closed,Seeking guide for new Smartsheet feature,Seeking guide for new Smartsheet feature. Error occurs when attempting to customize. best practice also affected.,Escalated to specialist team. Resolution: documentation reconfigured.
TKT-01390,Email,P3,Closed,Request version activate assistance,Request version activate assistance. Error occurs when attempting to deploy. activation and software also affected.,Resolved by updating version. User confirmed working.
TKT-01391,OneDrive,P4,Closed,Need help with password problem,Need help with password problem. User reports authentication error affecting productivity.,Resolved by reinstalling password. User confirmed fixed.
TKT-01392,Outlook,P2,Closed,Cannot connect due to connection failure,Cannot connect due to connection failure. Error occurs when attempting to maintain. network also affected.,Applied configuration change. Issue no longer occurring.
TKT-01393,Teams,P4,Closed,Intermittent latency timeout,Intermittent latency timeout. This is impacting daily workflow.,Resolved by reconfiguring latency. User confirmed working.
TKT-01394,Teams,P2,Closed,Request access to document in Teams,Request access to document in Teams. Error occurs when attempting to download. denied also affected.,Implemented configuration change. Issue no longer occurring.
